20260514;US$;3784.7;$;1;M
20260514;USS;3784.7;$;1;M
20260514;EUP;1.1702;US$;1;M
20260514;EUO;4428.85594;$;1;M
20260514;EUM;4428.85594;$;1;M
20260514;SEK$;405.777263;$;1;M
20260514;SEM$;405.777263;$;1;M
20260514;GBP;1.350989;US$;1;M
20260514;UK$;5113.089589;$;1;M
20260514;USK;2757.693611;$;1;M
20260514;CAD;0.728643;USD;1;M
20260514;USL;483.172519;$;1;M
20260514;YEN$;23.961781;$;1;M
20260514;YEM$;23.961781;$;1;M
20260514;NOK$;410.155208;$;1;M
20260514;USJ;2244.276852;$;1;M
20260514;USM;2740.289531;$;1;M
20260514;SGD;2972.187061;$;1;M
20260514;HUF$;12.390834;$;1;M
20260514;ZAR$;230.676789;$;1;M
20260514;TRY$;83.299747;$;1;M
20260514;BRL$;757.393064;$;1;M
20260514;BRL;4.997009;US$;1;M
20260514;MXN;17.198342;US$;1;M
20260514;MXN$;220.061909;$;1;M
20260514;CHF$;4840.279716;$;1;M
20260514;CHF;0.781918;US$;1;M
20260514;AUD;1.6162;USD;1;M
20260514;NOK;10.798;USD;1;M
20260514;SEK;10.9145;USD;1;M
20260514;NZD;1.9734;USD;1;M
20260514;MXN2;17.198342;US$;1;M
20260514;CLP;4.247699;$;1;M
